,text
5810,하 CGV 왜이래 예매 먼저 한 사람에 따라서 거리두기 좌석도 다 달라지는 것 같은데 아예 사전에 거리두기 좌석 따로 정해놓던지ㅠㅠ 백신패스관 거리두기 갑자기 생긴 건 맞지만 좌석을 눌러도 예매 불가라고 뜨니까... 아예 막아놓으라고 그럴 거면ㅜㅜ https://t.co/lpASoGi1FH
5811,"※단계적 일상회복 2차 개편 유보, 특별방역대책 실시(11.29.~12.26. 4주간) https://t.co/Ee98FavN6h"
5812,"12/15(수) 공연부터 ""백신패스"" 도입
-2차 백신까지 접종 완료되었거나 공연날을 기준으로 48시간 내에 PCR 음성결과를 받은 사람만 공연 관람 가능

31일 공연 예매한 행운분들 참고하시길! https://t.co/dC9RvPZ505"
5813,Sorry.. 방역패스 .. 우린 계속 백신패스라 불러
5814,루마니아.일본 유럽 호주 미국 백신패스 QR코드 폐지 대규모시위
5815,"“학교단위 백신접종 부작용 위험 크다” .. 전교조, 방역패스 즉각 중단 요구 https://t.co/md51D3DfY9"
5816,꾸역꾸역 위드 코로나라고 설치더니... 떼잉 https://t.co/Q4bTzuH1RW
5817,백신패스도 시벌 채육시설이라 한명한명 다 확인 해야하는데 귀찮은듯 안보여주려고 하는 사람도 있음 확인 안하면 바로 벌금 150만원이거든요...? 한번 더 걸리면 바로 영업정지임
5818,"근데 가서 머라그래
걍 창구에서 백신패스 접종 스티커 붙이러 왓다하면 돼?"
5819,제발 위드코로나 중단하고 4단계 해주시면 안 될까요? 연말이라서 이제 망년회인가 회사 단체 회식한다는데 저 진짜 가기 싫어요 제발요ㅜㅜㅜㅜㅜ
5820,이제 백신패스하는데 내 친구 왜 대체 왜 백신 안 맞냐고 끝까지 버틸거래 아니 시발 대체 왜 그런 이상한 신념을 갖고 있는거야
5821,아니 부스터샷 안 맞는다고 저번에 접종했던 이력 다 도루묵 시켜버리면 진짜 너무하잖아 부스터샷이 의무도 아니고 솔직히 백신 접종도 의무가 아니였잖음 지금은 백신패스다 뭐다 걍 강제 시키는거 같지만;
5822,"“학생 백신패스 강요 말라”…

-국민청원 7.5만명 동의

-정부 내년 2월 1일부터 청소년 방역패스 적용 방침

-자녀 넷 키우는 청원인 “아이들까지 백신 강제하나”

-학원도 대상 포함 “학원서 마스크 내리고 취식하나” https://t.co/lrEGHSwIU1"
5823,"디코에서 백신패스 관련해서 이상한 소리 하는데 어디서부터 반박을 해줘야 할 지 모르겠어서 걍 닥치고 있음...
안티백서는 생각보다 가까이에 있습니다..."
5824,"중고등학생 백신패스 미접종자 학원 못간다. 학교는 간다. 왜? 공평하게 학교는 백신패스 하지 않나? 

#백신패스 #청소년백신 #학원백신패스 #학교백신패스

https://t.co/bTaC6MAkcC"
5825,@BaRen_O0O 머라고 그럼 우리 위드코로나라 사전등록 없어졋나보다 12시-7시 사이에 편할때오면됨!!!
5826,모임 인원 줄인다… 뒤늦은 방역 강화 https://t.co/m85ttWNhVi K방역 자랑하다 백신 도입에 늑장을 부린 정부의 실책에 버금가는 위드코로나 대책 부재 상황에 국민은 억장이 무너진다. 국민을 혼란에 빠트릴 뿐아니라 국민의 생명을 위협하는 땜질식 뒷북 방역 행정이다. 코로나 컨트롤타워는 어디?
5827,"@fjqfjqfjq1234 코로나 확진 후 완치자도, 백신 패스는 발급해 준데요. 근데 이것도 부스터 샷을 계속 맞아쟈 하나...
노바백스라도 맞아야 할랑가봐요.. 특히 애들은... 이건 그래도 독감 백신 수준으로 독성이 낮아졌다고  하니께..."
5828,"@_petty_patty 으악 끔찍.. 내년은 위드코로나로 재미난 스무살을 보낼줄알앗는데,,, 걍 올해랑 똑같으면,,🚬🚬🚬"
5829,ㄹ 야 이건 정말 창의적이다. 이탈리아의 백신반대론자가 백신 패스 부정 취득하기 위해 가짜 팔을 달고 가서 백신 맞으려다가 걸렸단다......
5830,"11월 30일 09시 (11월 29일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 32 명
[재원 위중증] 629 명
[신규 입원자] 577 명
[오늘 확진자] 3,309 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
5831,"❤️🅝🅘🅖🅗🅣🅒🅛🅤🅑 🅛🅞🅥🅔💚
𝐒𝐨𝐨𝐢𝐥 𝐝𝐚𝐲 &amp; 𝐂𝐡𝐫𝐢𝐬𝐭𝐦𝐚𝐬 𝐩𝐚𝐫𝐭𝐲

♡ notice ♡ 

정부 방역 방침에 따라 카페 이용시 주의 사항을 안내드립니다. 백신패스 적용으로 미접종자 1인 이상은 합석하실 수 없으니 이 점 참고해 주시기 바랍니다. https://t.co/7q1QHsN9sW"
5832,"아니 저 낼 2차 맞는데 다음주에 영화+밥임
근데 영화관이 백신패스인데 전 1주밖에 안된거잖아요 그럼 코찌르고 가야하는데 굳이 그러고싶지않거든요..?? 하.. 짜증나"
5833,"여러분 저 9일에 영화 잡아놧는대요,, 백신패스 어쩌구로 말이 많자나요... 거기 제외대상에 18세 이하 청소년 있던데 영화 보는거 괜찮을까여...? 아니면 둘쨋날에 시험 끝나고 바로 검사하러 가야함,, 총총..."
5834,@niz429 식당도 백신패스한다더라고ㅜ 그래서 맞아야하나 고민중 ㅠㅠ 2차맞은지 6개월지나면 안맞은거래ㅠ썅 ㅠㅠ
5835,"근데 지금 7000명 나오는 상태에서 백신패스가 의미가 있어,,,?"
5836,"방역패스란다 ㅋㅋ
백신 안맞으면 밥도 못먹게 ㅋㅋ 하네

돌대가리 정부..

전문지식이 없으니 이꼴..

지금 돌파감염하고
오크미론이 들어오는 이시점에..

백신 맞으면 무적이냐?

노바백스나 풀어라...

아무것도 못하는 멍청한 문재인
공부도 안하는 김부겸..

에효 나라가 개판이네.. https://t.co/lqyTHc2KYu"
5837,"[ FNL 9시 NEWS ] ‘재명학’공부하는 민주당, 백신 다 맞고도 감염되는 오미크론, 위드코로나중단, 자영업자들의 눈물 – ... https://t.co/vqQonEBPPg 출처 @YouTube"
5838,마스크 안쓰고 시험보나~ 마스크 안쓰고 돌아다니나~~ 위드코로나 이지랄하면서 노마스크 오지넹!
5839,"12월 03일 02시 (12월 02일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 47 명
[재원 위중증] 733 명
[신규 입원자] 762 명
[오늘 확진자] 5,266 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
5840,헐 나 백신패스관 이용도 못해봤는데 바로 막혔네… 술집은 안막으면서 영화관은 ㅈㄴ 잘막어
5841,헐 그럼 2차 맞고 180일 전에 한번 더 맞아야 백신패스 지속되는거? 아니면 2차까지 다시 맞아야 하는건가?
5842,"12월 03일 06시 (12월 02일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 47 명
[재원 위중증] 733 명
[신규 입원자] 762 명
[오늘 확진자] 5,266 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
5843,난 방역패스 좋은디... 오히려 하루에 5천명씩 확진되고 오미크론 땜에 난리인데 백신 안맞고 음식점 카페 가겠다는 용기가 놀랍다 난 2차까지 맞았는데도 가급적이면 외부에서 음식 안먹으려고 노력하는데...
5844,방역패스인지 백신패스인지 식당 들어오면서 QR 이 뭔지도 모르는 사람들 붙잡고 설명하는거 지친다 벌써.. 이걸 왜 자영업자한테 넘기는거야...
5845,'위드 코로나' 이후 사망 1천명 넘어…병상 대기자 급증 https://t.co/i9xjk1t7Vk
5846,"""왜 학원‧독서실만?"" 학생‧학부모 '방역패스' 불만 폭주.. 유은혜 ""현재로썬 백신 접종이 최선"" | 다음뉴스 https://t.co/LSl0YVCep0"
5847,"https://t.co/3uhodQPUuX백신패스 결사반대"" 22만명 동의 얻어낸 '고2의 분노 청원'"
5848,"확진자 수에는 연연하지 않겠다며 위드코로나 시행 한다고 한것이 아직도 긔에 쟁쟁한데... 7000돌파... 라며 난리굿.... 사망자에도 백신 부작용 사망이 더 많은 것은 아닌지... 아리송..
이젠 국내 생산 된다는 치료제로 감기처럼 위드코로나 해야 할거 같은데... 선거 후?"
5849,백신패스 집단소송 청구인 모집(2차 접종완료자 참여 가능) https://t.co/VNRCOg7Qtn - @YouTube
5850,"@: 백신 맞으면 덜 걸리니까 백신 패스 도입하자!
@: 백신 맞으면 안 죽으니까 일단 맞자!
@: 코로나로 사망할 거 백신으로 사망했으니 괜찮다!

무지성 백신 찬양론자들은 지금쯤 무슨 생각하고 있을까... https://t.co/JHSog5v3vF"
5851,"확진자 5천 걍 어이가 없다...
반올림해서 115명 중에 1명 꼴로 걸리고 있다는 건데 위드코로나는 개뿔. 이정도면 위드코로나가 아니라 니가코로나 나도코로나? 잖아ㅋㅋㅋㅋㅋㅋㅋ https://t.co/WABRvRJ3Ap"
5852,"12월 01일 19시 (12월 01일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 34 명
[재원 위중증] 723 명
[신규 입원자] 626 명
[오늘 확진자] 5,123 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
5853,"'위드 코로나'시대 운동하는 법! 걷기·댄스·골프까지, 앱으로 합니다!  (출처 : 캐시워크 | 네이버 포스트) https://t.co/cKEldT4rRf"
5854,근데 백신패스관 없어진 거 아니였나용?
5855,백신패스를 주장할 아무런 근거도 논리도 없다. 질병청은 당장 백신패스를 철회해야 한다. 백신패스 제도는 매우 심각한 인권침해이며 민주국가에서 있을 수 없는 일이다. https://t.co/hRWckcY4Xx
5856,백신패스관 미자 금지됐던거 내가가는상영관에서 미자확진자나와서 그런거였네.. 이걸 오늘알았다..
5857,"뱀재앙버러지가 백신패스를 식당, 카페로 확대한답니다.
1인은 상관없대요.&gt;.&lt;
효과도 없고 만수무강 못하게 하는 백신은 왜 그케 기를 쓰고 맞힐라고 발악을 하냐?ㅗ
그 뱀새끼, 믿을 수가 있어야지~,.~"
5858,@TheMinjoo_Kr 청소년 백신패스나 취소해라!
5859,"위드 코로나 속 연말·연시 즐긴다고?…이젠 재택치료, 걸리면 가족도 외출 제한된다 (출처 : 세계일보 | 네이버 뉴스) 

차라리 거리두기 다시 하세요 
이러다가 더 심해지면 전국민 외출금지도 하는 건 아닐지...

#코로나 #거리두기

https://t.co/vTMrVywYmm"
5860,뭐야 분명 백신패스관아니얶는대..?왜 갑자기 바꼈지…? 나 예매해놓고도 못가겠네…?
5861,작년 2월에 코로나 시작되면서 수영을 그만뒀고 그래서 지난 2년간 스트레스 컨트롤이 참 어려웠는데.. 위드코로나로 12월에 수영 등록해놓고 두근두근 했건만.. 오늘 하루도 못가고 취소해야겠네 ㅜㅜ
5862,"@TheMinjoo_Kr 전 백신 못맞아도 방역패스는 당연합니다.

저 2년동안 양가부모님은 물론 까페,식당.공연장, 심지어 직장도 그만두고 애들 학원도 최근까지 쉬었습니다.
남편은 힘들게 회식을 거절하며 참석을 계속 하지않았습니다.

그런데,
마스크 인식개선과, 백신인식개선,
노마스크 빌런, 회식 처벌은 미미하고"
5863,"이재갑 한림대 감염내과 교수는 지난 4일 자신의 페이스북 계정에서 ""방역패스는 미접종자들이 접종을 안하셨으니 (PCR 검사) 음성확인서라도 내는 책임있는 행동을 요구하는 것""이라며 ""방역패스는 미접종자 보호전략이지 백신 의무화가 아니다""라고 밝혔습니다.

안티백서들 개소리는 좀 병먹금 해라 https://t.co/ZSVvcnUYrI"
5864,지좃대로.. 백신패스관 붙여놧네
5865,"입장할때 백신패스, 문진표, 신분증, 표 한꺼번에 확인하니까 정신없네. 익숙해지겠지"
5866,위드코로나 중단됨?
5867,"@F7aQi 아 ㅅㅂ 잠만 근데
메박 12월1일부터
백신프리패스관도
취식불가네 그냥.., 맛잇는거먹자😍"
5868,@17svt_96jiyu 위드코로나를 너무 빨리해버린 거 같아요 ㅠ 요즘 정말 많이 나오더라구요 😭
5869,"나갈 일도 없는 시리는 애플와치를 지르고
또 틴트를 샀는데 갈 곳이 없네?
수바 틴트 언제 다 쓰지? 5개인디..
갈 곳이 교회 아니면 학교 라니 절망적이야
근데 그마저도 못 가겠네 이제 방역패스
시행한다고 청소년 반강제 백신 맞게 하네
그래서 집만 있을래 백신 안 맞을래.."
5870,아니 글쎄 이런게 오는것임. 백신패스의 시대에 유효기간만료 14일 전이라니. 부리나케 맞음 ㄷㄷㄷ https://t.co/Ya7RGdwY1G
5871,백신 1차💉 2차💉 3차💉 4차 다맞았어요~~ 이걸 백신패스 안무라고 부르기로 했어요. 제발 코세글자 없어져랏 https://t.co/S0X6JtXic2
5872,"@3og9wk9s 찬성자: 백신 왜안맞노 질환자 아니면 맞는게 맞다 미접종하고 싸돌아다니는새끼들 미개하다
반대자: 백신 왜맞노 정부말봊나 잘듣노 질환자도 있고 부작용 무섭긔 백신패스에바다"
5873,엏 백신패스 꼭 스티커 받아야하는거에여??...........
5874,"즉, 백신 접종 후에, 부자연스런 죽음이 발생하면
국가가 그 죽음에 대해서
백신과 연관성이 없다는 증명을 못해내면
그 죽음들에 대한 책임을 다 하겠다는게
윤석열 캠프의 입장이다

자, 당신은 어느쪽을 지지하는가?
백신접종 확대와 백신패스의 안철수인가?

국가 책임이 먼저라는 윤석열인가?"
5875,"식당,카페도 백신패스한다고??????
개웃기네~~ 
백신 2차만 맞음 된다더니 3차맞추고 몇달뒤 4차,5차.... 걍 계속 맞출거지??ㅋㅋ....
아니 겁나 차별하네 백신미접종자가 바이러스 전파시키냐?? 돌파감염이 절반이 넘잖아 시키들아 미접종자들 탓하지마^^"
5876,그럼 이제 전관이 백신패스관이 되나. 띄어앉기는 계속 해주지.
5877,다른 공연 백신패스 문자에는 실관람자 기준이라고 오긴 했어요 근데 그게 무슨 공연이더라
5878,"12월 07일 09시 (12월 06일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 41 명
[재원 위중증] 727 명
[신규 입원자] 681 명
[오늘 확진자] 4,325 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
5879,"12월 05일 08시 (12월 04일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 70 명
[재원 위중증] 752 명
[신규 입원자] 626 명
[오늘 확진자] 5,352 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
5880,"‘위드 코로나’ 대신 ‘단계적 일상회복’ 사용해달라고 공식적으로 요청했다고 알고 있는데 

이후로도 꿋꿋하게 위드코로나 쓰는 소위 언론들은 도대체 왜 그러는걸까? 

왜그러는지 이해도 안되고 보일때마다 어째 불쾌하다."
