,han_text
5755,접종 자미 접종자 편 가르듯이 나누고 감염을 미접종자의 탓으로 돌리는 병신 같은 짓거리하지 말고 원인을 확실히 하자 제발 백신 패스 서둘러서 감염자 퍼뜨려놨으면 적어도 정부가 지 탓할 줄은 알아야지
5756,제발 백신 패스로 콘서트 열어주시겠어요
5757, 천체관을 백신 패스 관로 만든다는 거 아니야 우리 동네  원래 일반과도 운영했는데 지금 보니까 다 백신패스관키즈관 제외로 바꾼 거 같던데
5758,청소년까지 백신 패스 한심하다고 학생 분노의 청원 만 넘었다  다음 뉴스 
5759,이게 무의미한 게 경제 때문에 위드 코로나 시도 집합 제한 풀어서 확진자가 늘어난 건데 위드 코로나 하지 말 잔 거냐 백신 접종을  해봐라 확진자가 줄어들 것 같은 가천만에 답은 뭐다  백신 접종 여부가 아니고 집합 규칙을 꼼꼼하게 정하는 것이다 
5760,김부겸 총리는 오늘 코로나 중대 본 회의에서 연말까지 오미크론 대응 백신 접종 가속화 병상 확충 재택 치료 확대 등 가지 과제에 모든 방역역량을 집중하고자 한다며 오늘부터 확대된 방역 패스에 대해 부당한 차별이라기보다 공동체를 보호하기 위해 지켜야 할 최소한의 약속이라고 말했습니다
5761,돈 벌겠다는 의지가 그득한 게 이 영화 전 포맷을 그냥 백신 패스로 돌려놨네이야 연말에 한탕 해보겠다 이거지
5762, 그래 ㅠ 백신 패스 없음 안 만나는 게 맞는 듯 ㅠ 정말 웃기네 모라는 거어
5763,애초에 우리나라는 위드 코로나가 불가능한 나라였어
5764,이제 나도 드디어 백신 패스
5765,전교조도 백신 패스 반대군요 청소년 방역 패스로 어린이청소년 백신 접종 선택권 무용지물 교원단체도 잇따라 비판
5766,백신 패스 관 존나 불편해 ㅅㅂㅠ 양옆 사람들 안 그래도 옷도 두꺼운데 자꾸 부스럭거려서 팔꿈치 계속 닿음ㅅㅂ
5767,부정선거 관련해서 발언할 때부터 호감이 갔고 사람이 달리 보였는데 백신 패스 방역 패스 관련 발언에는 눈물이 날 만큼 고마운 마음이다 이런 용기 있는 정치인들이 더 많이 나와주면 좋겠다
5768,아 엄마한테 큐 일하는 거 다시 알려주거나 주민센터에서 백신 패스 스티커 받으라고 알려줘야겠다
5769,위드 코로나 중단 사적 모임 인원 축소 식당 및 카페 방역 패스 적용 
5770,이슈인 사이드 신규 확진 천 명대 대 방역 패스 필요한 이유는  다음 뉴스  문재원 정권 교체 이유임 백신 안 맞은 사람은 웬만하면 인파 많은데 가질 않음 문제는 이곳저곳 싸돌아다니면서 유흥하는 것들 백신 맞고 무증상으로 전파하는 거 이걸 막아야지 개새끼
5771,  청소년 백신 접종  방역 패스 어떻게 생각하십니까 뉴스 
5772, ㅠㅠㅠㅠㅠㅠ 아무리 위드 코로나라고 하지만 이건 심했다고 생각해요ㅠㅠ
5773,아 진짜 왜 이렇게 힘드냐 위드 코로나 이후 그간 안 했던 못했던 일들 한 번에 다 몰아치네
5774,백신 패스 시행되면 문진표도 보여줘야 하고 접종 증명서도 보여줘야 하고 신분증도 보여줘야 하는데 시간 되시는 분들은 주민센터 가셔서 접종 확인 스티커 주민등록증 뒷면에 부착하세요 발급받는데 오분도 안 걸렸어요 신분증은 어차피 꺼내야 하니까 조금 덜 번거롭지 않을까 싶어요
5775,백신 패스로 생일 카페 관련 궁금해하시는 부분에 대하여 답변드립니다 생일 카페가 진행되는 곳은 일반 카페이기 때문에 일행은 최대 인원 인까지 가능하시며 그중 인은 차 접종   결과 음성이 확인되셔야 이용 가능하십니다 혼자 오셨을 경우에는 백신 패스가 적용되지 않습니다 
5776,대 이상 백신 항체 낮아지는 시기에 위드 코로나 백신 접종자들 방역 허술하게 했겠지 제발 문재인 정부는 고집 그만 부리고 셧다운 하라고
5777,대로 백신 패스 다 때리고 전석열자
5778,현장 의료진이 점점 분노만 쌓여간다 총체적 난국 김홍빈 분당서울대병원 감염내과 교수 한 달이 지난 단계적 일상 회복에 대한 감염병 전문가들의 평가는 참담했다 
5779,근데 정부도 개콘 같은 게 미접종자 다 방역 패스로 막아놨는데 확진자 우르르 쏟아지면 개콘처럼 망하겠네 그럼 부스터 샷 차 미접종자 때문에 퍼진 거라고 또 탓하겠지 어른들이 저항 없이 네네하고 맞으니 학교랑 학원으로 애들 협박하지 진짜 깝깝하다 차 부스터 샷에 오미크론 백신 맞을 거 아님 저항해라
5780,내용에 공감함 근데 윤석열도 백신 패스 입장 밝혀야 합이니 다 같은 생각이거나 진짜 쥐뿔도 모르면 떨어트려야 하는 이유가 하나 더 늘거든요 윤석열 지지로 바뀌셨던데 궁금하지 않으세요 님이 윤석열한테는 백신 패스 입장에 대해 요구하시는 걸 못 봐서요
5781,위드 코로나 중단 사실상 청소년 백신 의무화 학원들 학습권 침해 강력 반발
5782,백신 패스 관 있잖아요 백신 안 맞았음 코로나 검사한 거 들고 가도 인정해주나요 지금 시험기간이라 학교에서 아예 못 맞게 하는데
5783, 요즘 이슈 되는 백신 패스 반대 글 올린 분 맞으신가요
5784,백신 패스 반대 의견에 분노하며 해당 청원에 반대한다 의학적 과학적 객관적 근거 없이 백신을 접종하지 않은 것은 개인의 선택이며 개인의 책임이다  
5785,단계적 일상 회복 대신 위드 코로나라는 용어로 잘못된 사인을 보낸 언론이 제일 나쁨다들 얼마나 일상을 누리고 사는지 잘은 모르겠는데 확진자 수가 이렇게까지 폭증하는 거 보면 또 나만 진심이었지라고 느끼는 분들이 많을 듯
5786,위드 코로나네 이러다가 남은 연말 공연 온 택트 갈 수도 있겠네
5787,오미크론 비상  단계적 일상 회복 가는 길 순탄치 않아
5788,왕왕의 자리를 와자라고 하는데 개국이 왕이 있다는 거지 왜냐고 권력을 내려오게 할 수 없어서 지 오미크론으로 위기인데 백신 독재로 그리스는 한 달에 만원 벌금이 나와서 강제로 백신 패스 없이는 계속 한 달에 만원 벌금을 내야 해 유럽은 이제 끝난 거야 유럽 많은 나라가 백신 의무화를 해
5789,매주 선별 진료소에서 코를 쑤시는 검사를 받아야 한다 위드 코로나 선포 이후 대기 줄어 매주 조금씩 늘더니 주전부터는 주마다 엄청나게 길어진다 오늘은 검사소부터 줄을 서서 한 바퀴 빙 돌아 거의 시간 만에 검사를 받았다 코가 아픈 것 더하기  추위 토요일은 시 땡 진료 시에 와야겠다
5790,백신 부작용 시발 저 얘기도 이제 그만 보고 싶다 안 맞고 집에만 있는 게 나을 거 같으면 그러고 있던가 맨날 일상 회복이래도 위드 코로나 꾸역꾸역 쓰더니 년 지나면 지는 코로 롱 안 걸릴 것 같은가 봐
5791,제발 위드 코로나 계속하고 사회적 거리두기를 다시 하지 말기를 바란다 마스크도 싫으면 벗고 다니고  죽을 것들이 다 죽어야 집값도 내리고 취업도 쉬워지겠는데
5792,영상 위드 코로나 중단 사적 모임 수도권 명이 수도권 명 출처  노컷뉴스  네이버 뉴스 
5793, 헛 진짜요  이럴 수가 ㅜㅜㅠㅜㅜ 위드 코로나라 풀린 줄 알았는데 아니구나   
5794,백신 안 맞으면 출입 금지 식당 카페 학원 방역 패스 종합  다음 뉴스 
5795,낼 만약 거리두기 조정돼서 상향되면 백신 패스 관운 어떻게 되는 거지 리셋
5796,이거야 너희들이 지금 백신 번  접종해서 집단면역하면 위드 코로나 하겠다  접종해도 백신 패스로의 강제 접종하고 도로 봉쇄 그것도  부족해서 부스터 샷을 얼마나 더 맞을지 몰라 같은 소릴 하는 거 아니겠냐 백신 한 번 더 맞으면 안 잡아먹지
5797,인용 보니까 비접종자들끼리 같이 살고 나눠 살자 뭐 하자 있는데 지병 때문에 못 맞는 사람도 있을 거란 생각은 못 하는 건가 피 관련 지병으로 혈전 생기면 죽을 지도 모르고 앞으론 백신 패스니 뭐니 비점 종자는 학교도 못 다니게 한다는데 왜 앞뒤도 안 재보고 무조건적으로 욕하는 거지ㅋ
5798,가는 곳마다 진본  백신 패스 검증이 있어야 입장할 수 있군요 누구를 위한 것도 아니고 본인들의 건강을 위한 것이니 모두 잘 제시하고 있습니다 속히 코로나 가 소멸되기를 기도합니다 건강하세요
5799,그리고 지금 영화관은 전부 백신 패스 관로 운영 중이기 때문에 차 접종 후 주가 지난 백신 접종 완료다  시간 내의 검사 음성 확인서를 지참한 분만 영화 관람할 수 있으세요  미리미리 준비하기
5800, 위드 코로나는 영원히 힘들 거 같은 기분이 드네요
5801,백신 패스 기준이 뭐예요 차 부스터 샷까지 안 맞으면 들어갈 수 없다 아니면 사적 모임을 인까지만 허용된다 이기준인가
5802, 저는 인원보단 술집이라 식당에 백신 패스 시키는 게 제일 중요할 것 같아요 안 맞은 애들이 또 제일 부지런히 열심히는 돌아다녀서 차라리 백신이라도 맞고 돌아다니라고
5803, 뉴스    청소년 백신 접종  방역 패스 어떻게 생각하십니까 뉴스  투표하러 같이 가요
5804,아ㅅㅂ좆같네 월부터 영화관 다 백신 패스임 개좆같음 만세 미만도 해당임 ㅅㅂ 내가 시험 때문에 학기 끝나고 맞으려 했는데 진짜 개좆같다
5805,알레르기 있어서 안 맞았는데 백신 패스 뭐야
5806,위드 코로나 후퇴 늦었고 약하다 전문가 주 전에 했어야 할 조치 출처  한국일보  네이버 뉴스 
5807,국민들 안전만 생각하는 안철수 윤석열 당 상임고문단 회동 안철수 위드 코로나 대구 방문 출처  이데일리  네이버 뉴스 
5808,한 달 사망 명 넘고 병상 대기 명 육박 출처  무역회사 사장될 수 있다  네이버 카페    위드 코로나 한 달 성적표 너무 초라하네요 ㅠㅠ
5809,이제 백신 맞아야 커피 마셔요 방역 패스 확대 첫날 낯설지만 적응 중 출처  경향신문  네이버 뉴스 
5810,하  왜 이래 예매 먼저 한 사람에 따라서 거리두기 좌석도 다 달라지는 것 같은데 아예 사전에 거리두기 좌석 따로 정해놓던지ㅠㅠ 백신 패스 관 거리두기 갑자기 생긴 건 맞지만 좌석을 눌러도 예매 불가라고 뜨니까 아예 막아놓으라고 그럴 거면ㅜㅜ 
5811,단계적 일상 회복 차 개편 유보 특별방역대책 실시 주간 
5812,수 공연부터 백신 패스 도입 차 백신까지 접종 완료되었거나 공연 날을 기준으로 시간 내에  음성 결과를 받은 사람만 공연 관람 가능일 공연 예매한 행운분들 참고하시길 
5813, 방역 패스  우린 계속 백신 패스라 불러
5814,루마니아 일본 유럽 호주 미국 백신 패스 코드 폐지 대규모 시위
5815,학교 단위 백신 접종 부작용 위험 크다  전교조 방역 패스 즉각 중단 요구 
5816,꾸역꾸역 위드 코로나라고 설치더니 떼일
5817,백신 패스도 시벌 체육시설이라 한 명 한 명 다 확인해야 하는데 귀찮은 듯 안 보여주려고 하는 사람도 있음 확인 안 하면 바로 벌금 만 원이거든요 한 번 더 걸리면 바로 영업정지임
5818,근데 가서 머라 그래 그냥 창구에서 백신 패스 접종 스티커 붙이러 왔다 하면 돼
5819,제발 위드 코로나 중단하고 단계 해주시면 안 될까요 연말이라서 이제 망년회인가 회사 단체 회식한다는데 저 진짜 가기 싫어요 제발요ㅜㅜㅜㅜㅜ
5820,이제 백신 패스하는데 내 친구 왜 대체 왜 백신 안 맞냐고 끝까지 버틸 거래 아니 시발 대체 왜 그런 이상한 신념을 갖고 있는 거야
5821,아니 부스터 샷 안 맞는다고 저번에 접종했던 이력 다 도루묵 시켜버리면 진짜 너무하잖아 부스터 샷이 의무도 아니고 솔직히 백신 접종도 의무가 아니었잖음 지금은 백신 패스다 뭐다 그냥 강제 시키는 거 같지만
5822,학생 백신 패스 강요 말라 국민청원 만명 동의정부 내년 월 일부터 청소년 방역 패스 적용 방침 자녀 넷 키우는 청원인 아이들까지 백신 강제 하나학원도 대상 포함 학원서 마스크 내리고 취식하나 
5823,디코에서 백신 패스 관련해서 이상한 소리 하는데 어디서부터 반박을 해줘야 할지 몰라서 그냥 닥치고 있음 안티 백서는 생각보다 가까이에 있습니다
5824,중고등학생 백신 패스 미접종자 학원 못 간다 학교는 간다 왜 공평하게 학교는 백신 패스하지 않나 백신 패스 청소년 백신 학원 백신 패스 학교 백신 패스
5825, 머라고 그럼 우리 위드 코로나라 사전등록 없어졌나 보다 시시 사이에 편할 때 오면 됨
5826,모임 인원 줄인다 뒤늦은 방역 강화  방역 자랑하다 백신 도입에 늑장을 부린 정부의 실책에 버금가는 위드 코로나 대책 부재 상황에 국민은 억장이 무너진다 국민을 혼란에 빠트릴 뿐 아니라 국민의 생명을 위협하는 땜질식 뒷북 방역 행정이다 코로나 컨트롤타워는 어디
